"Player_initial_last";"tournament id";"pos";"strokes";"n_rounds";"made_cut";"sg_ott";"sg_app";"sg_arg";"sg_putt";"sg_total"
"A. Svensson";401353255;"39";279;4;1;-0.29;0.27;0.13;0.38;0.49
"A. Wise";401353255;"NA";141;2;0;0.73;0.86;-0.96;-0.92;-0.29
"B. Burgoon";401353255;"NA";150;2;0;-0.04;-1.85;-0.99;-1.92;-4.79
"B. Garnett";401353255;"27";277;4;1;0.23;-0.03;-0.15;0.94;0.99
"B. Gay";401353255;"NA";143;2;0;-0.28;-3.42;0.61;1.79;-1.29
"B. Grace";401353255;"NA";144;2;0;0.23;-0.88;0.13;-1.28;-1.79
"B. Haas";401353255;"48";280;4;1;-0.41;0.39;0.19;0.07;0.24
"B. Hagy";401353255;"21";275;4;1;0.21;0.35;0.09;0.84;1.5
"B. Harman";401353255;"5";270;4;1;0.61;0.82;-0.59;1.9;2.75
"B. Koepka";401353255;"12";273;4;1;0.64;0.9;-0.22;0.67;2.0
"B. Stuard";401353255;"16";274;4;1;-0.68;0.83;1.09;0.51;1.75
"B. Todd";401353255;"NA";143;2;0;-0.35;0.75;-0.06;-1.64;-1.29
"B. Watson";401353255;"NA";140;2;0;-0.19;-0.99;2.35;-0.96;0.2
"B. Wiesberger";401353255;"33";278;4;1;0.53;0.84;0.6;-1.23;0.74
"B. Wu";401353255;"33";278;4;1;0.34;0.4;-1.02;1.02;0.74
"C. Bezuidenhout";401353255;"62";282;4;1;0.25;-0.46;0.83;-0.88;-0.26
"C. Hadley";401353255;"NA";146;2;0;-1.12;-0.65;-0.69;-0.33;-2.79
"C. Hoffman";401353255;"NA";151;2;0;-1.07;-0.09;-0.55;-3.58;-5.29
"C. Morikawa";401353255;"68";285;4;1;0.77;0.43;-1.5;-0.7;-1.0
"C. Ortiz";401353255;"NA";141;2;0;0.64;0.83;-0.86;-0.9;-0.29
"C. Pan";401353255;"48";280;4;1;-0.61;0.43;0.3;0.13;0.24
"C. Percy";401353255;"NA";147;2;0;-1.11;-0.28;-0.73;-1.18;-3.29
"C. Reavie";401353255;"39";279;4;1;-0.14;-0.01;0.55;0.09;0.49
"C. Schwartzel";401353255;"NA";145;2;0;0.63;-0.21;-0.77;-1.95;-2.29
"C. Thompson";401353255;"39";279;4;1;-0.07;-0.78;-0.09;1.43;0.49
"C. Tringale";401353255;"62";282;4;1;0.44;0.18;-0.76;-0.12;-0.26
"D. Johnson";401353255;"39";279;4;1;0.51;0.49;-0.02;-0.48;0.49
"D. Lee";401353255;"48";280;4;1;0.45;0.24;-0.99;0.53;0.24
"D. Lipsky";401353255;"68";285;4;1;0.14;-0.07;-0.37;-0.7;-1.0
"D. Love III";401353255;"NA";145;2;0;0.26;-1.77;-0.52;-0.27;-2.29
"D. McCarthy";401353255;"48";280;4;1;0.15;-0.56;0.24;0.42;0.24
"D. Redman";401353255;"39";279;4;1;0.2;0.31;-0.28;0.26;0.49
"D. Riley";401353255;"2";267;4;1;1.07;-0.62;1.28;1.77;3.5
"D. Willett";401353255;"NA";140;2;0;-0.23;-0.28;1.9;-1.18;0.2
"D. Wu";401353255;"NA";141;2;0;0.03;-1.13;0.88;-0.08;-0.29
"E. Grillo";401353255;"NA";144;2;0;-0.2;-0.41;-1.43;0.25;-1.79
"F. Molinari";401353255;"NA";152;2;0;-1.23;-0.71;-0.9;-2.96;-5.79
"G. Koch";401353255;"NA";145;2;0;0.08;-0.71;-0.43;-1.24;-2.29
"G. Sigg";401353255;"48";280;4;1;-0.33;-0.75;-0.24;1.57;0.24
"G. Woodland";401353255;"21";275;4;1;-0.04;1.12;0.61;-0.2;1.5
"H. Buckley";401353255;"NA";144;2;0;0.33;-0.17;-1.46;-0.5;-1.79
"H. Higgs";401353255;"39";279;4;1;-0.21;0.03;0.12;0.56;0.49
"H. Lebioda";401353255;"NA";142;2;0;-0.46;0.5;-0.71;-0.13;-0.8
"H. Norlander";401353255;"NA";140;2;0;0.18;0.7;-0.17;-0.51;0.2
"H. Stenson";401353255;"57";281;4;1;0.4;1.08;0.18;-1.67;-0.01
"H. Varner III";401353255;"57";281;4;1;0.27;0.26;0.42;-0.95;-0.01
"J. Blixt";401353255;"NA";154;2;0;-1.33;-3.03;0.2;-2.63;-6.79
"J. Bramlett";401353255;"48";280;4;1;0.32;0.04;0.18;-0.3;0.24
"J. Dahmen";401353255;"39";279;4;1;0.28;0.56;0.37;-0.72;0.49
"J. Day";401353255;"NA";142;2;0;-0.5;0.62;-0.14;-0.78;-0.8
"J. Hahn";401353255;"NA";141;2;0;1.2;-1.66;1.59;-1.43;-0.29
"J. Herman";401353255;"NA";144;2;0;-0.03;-1.31;-0.45;-0.01;-1.79
"J. Huh";401353255;"66";283;4;1;-0.55;-0.67;-0.15;0.86;-0.51
"J. Kokrak";401353255;"NA";145;2;0;0.2;-0.77;0.13;-1.86;-2.29
"J. Poston";401353255;"NA";141;2;0;-0.72;-0.6;1.03;-0.01;-0.29
"J. Spaun";401353255;"27";277;4;1;0.69;1.47;-0.38;-0.79;0.99
"J. Thomas";401353255;"3";268;4;1;0.56;1.84;0.08;0.76;3.25
"J. Vegas";401353255;"27";277;4;1;0.3;1.25;-1.28;0.73;0.99
"J. Walker";401353255;"NA";141;2;0;0.05;-0.33;-0.1;0.08;-0.29
"K. Aphibarnrat";401353255;"39";279;4;1;-0.65;-0.34;0.8;0.69;0.49
"K. Bradley";401353255;"NA";140;2;0;0.51;-0.86;0.01;0.55;0.2
"K. Hickok";401353255;"33";278;4;1;-0.27;-1.07;-0.04;2.12;0.74
"K. Kisner";401353255;"33";278;4;1;-0.62;-0.13;0.24;1.26;0.74
"K. Kitayama";401353255;"NA";146;2;0;-1.03;-0.1;-1.15;-0.51;-2.79
"K. Kraft";401353255;"NA";141;2;0;0.41;-0.04;0.54;-1.21;-0.29
"K. Stanley";401353255;"NA";141;2;0;0.89;0.32;-0.51;-1.0;-0.29
"K. Streelman";401353255;"7";272;4;1;0.53;0.29;1.02;0.4;2.25
"L. Donald";401353255;"16";274;4;1;-0.13;1.54;-0.21;0.55;1.75
"L. Griffin";401353255;"NA";150;2;0;-1.25;-1.41;-0.83;-1.3;-4.79
"L. Hodges";401353255;"NA";143;2;0;0.63;-1.24;-0.62;-0.06;-1.29
"L. Oosthuizen";401353255;"62";282;4;1;0.22;-0.26;0.53;-0.75;-0.26
"M. Fitzpatrick";401353255;"5";270;4;1;0.4;0.8;0.98;0.56;2.75
"M. Hughes";401353255;"NA";141;2;0;-0.96;-1.04;-0.51;2.22;-0.29
"M. Kaymer";401353255;"48";280;4;1;0.26;0.35;-0.2;-0.16;0.24
"M. Kuchar";401353255;"16";274;4;1;0.11;-0.11;1.55;0.19;1.75
"M. Laird";401353255;"NA";142;2;0;-0.47;0.88;-0.05;-1.15;-0.8
"M. NeSmith";401353255;"3";268;4;1;0.26;1.98;0.07;0.93;3.25
"M. Pereira";401353255;"27";277;4;1;0.64;1.05;-0.75;0.06;0.99
"M. Schwab";401353255;"NA";143;2;0;-0.8;0.93;0.09;-1.5;-1.29
"M. Thompson";401353255;"57";281;4;1;-0.39;-0.23;-0.17;0.78;-0.01
"M. Trainer";401353255;"NA";147;2;0;-1.99;-2.48;-0.17;1.34;-3.29
"M. Wallace";401353255;"NA";140;2;0;-0.24;0.65;0.44;-0.65;0.2
"N. Lashley";401353255;"27";277;4;1;0.3;0.3;-0.26;0.65;0.99
"N. Taylor";401353255;"70";286;4;1;-0.5;0.34;-0.93;-0.15;-1.25
"O. Uresti";401353255;"NA";153;2;0;-0.61;-2.83;-1.18;-1.67;-6.29
"P. Barjon";401353255;"57";281;4;1;-0.4;0.94;0.02;-0.57;-0.01
"P. Kizzire";401353255;"33";278;4;1;-0.03;0.69;0.26;-0.17;0.74
"P. Malnati";401353255;"NA";146;2;0;-0.2;-0.69;-0.4;-1.5;-2.79
"P. Perez";401353255;"70";286;4;1;0.14;-1.1;0.21;-0.5;-1.25
"R. Brehm";401353255;"66";283;4;1;-0.04;-0.42;-0.17;0.13;-0.51
"R. Knox";401353255;"57";281;4;1;0.08;-0.37;0.58;-0.29;-0.01
"R. Sloan";401353255;"NA";140;2;0;-0.15;0.7;-0.64;0.3;0.2
"R. Streb";401353255;"7";272;4;1;0.07;0.85;0.75;0.57;2.25
"R. Werenski";401353255;"21";275;4;1;0.09;0.69;0.63;0.1;1.5
"S. Burns";401353255;"1";267;4;1;-0.26;1.75;0.72;1.29;3.5
"S. Cink";401353255;"7";272;4;1;0.32;1.28;-0.6;1.24;2.25
"S. Jaeger";401353255;"NA";144;2;0;-0.72;-0.28;-0.33;-0.46;-1.79
"S. Kang";401353255;"NA";152;2;0;-1.06;-0.94;0.2;-4.0;-5.79
"S. Lowry";401353255;"12";273;4;1;0.59;1.13;-0.02;0.3;2.0
"S. Noh";401353255;"39";279;4;1;-0.43;-0.16;0.93;0.15;0.49
"S. O'Hair";401353255;"NA";140;2;0;0.28;-2.03;1.31;0.64;0.2
"S. Piercy";401353255;"NA";140;2;0;0.21;0.69;-0.56;-0.13;0.2
"S. Reeves";401353255;"NA";144;2;0;-0.81;0.51;-0.76;-0.73;-1.79
"S. Ryder";401353255;"NA";141;2;0;0.73;-0.8;-0.41;0.19;-0.29
"S. Stallings";401353255;"16";274;4;1;-0.03;-0.71;0.46;2.02;1.75
"S. Theegala";401353255;"7";272;4;1;0.99;0.38;1.09;-0.22;2.25
"T. Duncan";401353255;"25";276;4;1;0.24;0.13;0.39;0.49;1.25
"T. Fleetwood";401353255;"16";274;4;1;0.42;0.13;0.22;0.98;1.75
"T. Gainey";401353255;"NA";148;2;0;-1.58;-0.83;-0.71;-0.68;-3.79
"T. Hatton";401353255;"21";275;4;1;0.41;1.35;-0.34;0.07;1.5
"T. Merritt";401353255;"27";277;4;1;-0.18;0.71;0.77;-0.31;0.99
"T. Moore";401353255;"NA";145;2;0;0.15;-0.06;-1.03;-1.35;-2.29
"T. Mullinax";401353255;"NA";149;2;0;0.33;-1.69;-0.15;-2.79;-4.29
"V. Hovland";401353255;"33";278;4;1;-0.22;0.96;-0.49;0.49;0.74
"V. Taylor";401353255;"NA";144;2;0;-0.13;-0.61;-0.34;-0.71;-1.79
"V. Whaley";401353255;"NA";143;2;0;0.06;-1.66;-0.36;0.67;-1.29
"W. Bryan";401353255;"62";282;4;1;-0.93;0.2;0.35;0.13;-0.26
"W. Clark";401353255;"NA";145;2;0;0.23;-0.78;-0.68;-1.06;-2.29
"W. McGirt";401353255;"NA";141;2;0;0.32;-1.56;0.48;0.47;-0.29
"W. Simpson";401353255;"48";280;4;1;0.35;-0.22;0.25;-0.14;0.24
"X. Schauffele";401353255;"12";273;4;1;0.86;1.25;-0.11;-0.01;2.0
"Z. Johnson";401353255;"NA";142;2;0;-0.24;-1.01;0.09;0.36;-0.8
"A. Ancer";401353254;"33";285;4;1;0.2;0.7;0.04;0.16;1.09
"A. Hadwin";401353254;"9";281;4;1;-0.27;1.04;-0.11;1.43;2.09
"A. Lahiri";401353254;"2";276;4;1;0.87;1.04;0.02;1.41;3.34
"A. Long";401353254;"46";287;4;1;0.67;-0.61;0.15;0.37;0.59
"A. Noren";401353254;"26";284;4;1;0.16;1.25;0.08;-0.15;1.34
"A. Putnam";401353254;"NA";148;2;0;-1.65;-0.3;0.97;0.15;-0.82
"A. Schenk";401353254;"NA";151;2;0;-0.42;-0.89;-1.42;0.41;-2.32
"A. Scott";401353254;"NA";148;2;0;-1.62;1.53;-0.61;-0.13;-0.82
"A. Wise";401353254;"50";288;4;1;0.42;1.36;-0.19;-1.26;0.34
"B. Garnett";401353254;"50";288;4;1;-0.39;0.66;0.33;-0.26;0.34
"B. Gay";401353254;"NA";157;2;0;-0.86;-3.08;-0.71;-0.67;-5.32
"B. Grace";401353254;"53";289;4;1;0.11;-1.46;1.43;0.01;0.09
"B. Hagy";401353254;"NA";154;2;0;-0.41;-0.81;0.06;-2.66;-3.82
"B. Harman";401353254;"63";292;4;1;0.53;-0.76;-0.07;-0.35;-0.66
"B. Horschel";401353254;"NA";144;2;0;-0.02;0.73;0.72;-0.25;1.18
"B. Hossler";401353254;"NA";151;2;0;0.36;-3.4;0.82;-0.1;-2.32
"B. Koepka";401353254;"NA";153;2;0;0.53;-1.97;-1.69;-0.19;-3.32
"B. Snedeker";401353254;"NA";152;2;0;-0.79;-0.1;-0.32;-1.61;-2.82
"B. Steele";401353254;"13";282;4;1;1.9;1.05;-0.58;-0.52;1.84
"B. Stuard";401353254;"NA";149;2;0;-0.6;0.13;1.11;-1.96;-1.32
"B. Todd";401353254;"NA";152;2;0;-0.9;-2.03;-1.09;1.2;-2.82
"B. Watson";401353254;"68";295;4;1;0.49;-1.61;-0.43;0.15;-1.41
"C. Champ";401353254;"NA";151;2;0;0.21;-1.14;-0.96;-0.43;-2.32
"C. Conners";401353254;"26";284;4;1;0.41;0.49;0.25;0.19;1.34
"C. Davis";401353254;"NA";147;2;0;-2.39;2.18;-0.47;0.36;-0.32
"C. Hadley";401353254;"63";292;4;1;-1.55;-1.19;-0.19;2.28;-0.66
"C. Hoffman";401353254;"NA";147;2;0;-1.91;0.89;0.31;0.38;-0.32
"C. Kirk";401353254;"NA";147;2;0;0.03;1.4;-1.07;-0.68;-0.32
"C. Morikawa";401353254;"NA";148;2;0;-0.02;-0.86;0.41;-0.35;-0.82
"C. Ortiz";401353254;"NA";147;2;0;-0.91;-0.19;0.29;0.48;-0.32
"C. Pan";401353254;"NA";148;2;0;-0.3;0.22;0.23;-0.97;-0.82
"C. Reavie";401353254;"NA";157;2;0;-0.9;-0.73;-1.78;-1.91;-5.32
"C. Schwartzel";401353254;"NA";148;2;0;-0.44;-0.77;0.1;0.28;-0.82
"C. Smith";401353254;"1";275;4;1;-1.3;1.66;0.35;2.88;3.59
"C. Tringale";401353254;"NA";152;2;0;-2.66;0.74;0.01;-0.91;-2.82
"C. Young";401353254;"NA";148;2;0;-0.89;-1.37;1.7;-0.26;-0.82
"D. Berger";401353254;"13";282;4;1;0.1;-0.56;0.97;1.33;1.84
"D. Frittelli";401353254;"50";288;4;1;-0.04;1.05;-0.12;-0.56;0.34
"D. Ghim";401353254;"6";280;4;1;0.94;0.91;0.16;0.34;2.34
"D. Johnson";401353254;"9";281;4;1;0.56;0.64;-0.45;1.34;2.09
"D. Lee";401353254;"NA";77;1;0;-1.65;2.11;-0.92;-4.64;-5.1
"D. McCarthy";401353254;"60";291;4;1;-0.64;0.01;0.1;0.11;-0.41
"D. Redman";401353254;"26";284;4;1;0.85;0.82;-0.49;0.17;1.34
"E. Grillo";401353254;"NA";159;2;0;-1.21;-3.78;-0.4;-0.93;-6.32
"F. Molinari";401353254;"42";286;4;1;0.02;0.56;0.49;-0.23;0.84
"G. Higgo";401353254;"NA";148;2;0;0.27;-1.39;-0.39;0.69;-0.82
"G. Woodland";401353254;"NA";150;2;0;-1.43;0.13;-0.1;-0.42;-1.82
"H. Buckley";401353254;"66";293;4;1;1.48;-0.02;-0.89;-1.47;-0.91
"H. Higgs";401353254;"NA";153;2;0;-0.41;-0.61;-0.54;-1.76;-3.32
"H. Lebioda";401353254;"63";292;4;1;-1.0;1.25;-0.31;-0.6;-0.66
"H. Norlander";401353254;"NA";147;2;0;-0.27;0.35;-0.16;-0.25;-0.32
"H. Stenson";401353254;"NA";73;1;0;0.7;-0.2;-0.25;-1.36;-1.1
"H. Swafford";401353254;"NA";148;2;0;-0.89;-1.04;0.55;0.56;-0.82
"H. Varner III";401353254;"6";280;4;1;0.74;1.29;0.18;0.13;2.34
"I. Poulter";401353254;"33";285;4;1;-0.15;0.44;0.7;0.1;1.09
"J. Bramlett";401353254;"NA";149;2;0;-0.29;-0.92;-0.25;0.14;-1.32
"J. Dahmen";401353254;"33";285;4;1;-0.01;0.23;-0.33;1.21;1.09
"J. Day";401353254;"NA";147;2;0;0.01;-0.65;-0.44;0.76;-0.32
"J. Hahn";401353254;"NA";153;2;0;-0.4;-2.32;0.1;-0.71;-3.32
"J. Kokrak";401353254;"53";289;4;1;-0.58;0.26;0.12;0.3;0.09
"J. Niemann";401353254;"22";283;4;1;0.79;0.51;0.59;-0.3;1.59
"J. Poston";401353254;"NA";153;2;0;0.04;-3.75;0.44;-0.05;-3.32
"J. Rahm";401353254;"55";290;4;1;1.8;-1.66;-0.05;-0.25;-0.16
"J. Rose";401353254;"NA";148;2;0;1.26;-2.01;-0.05;-0.02;-0.82
"J. Spaun";401353254;"NA";151;2;0;1.15;0.4;-1.22;-2.65;-2.32
"J. Spieth";401353254;"NA";151;2;0;-0.53;0.25;-0.97;-1.07;-2.32
"J. Thomas";401353254;"33";285;4;1;0.54;0.59;0.11;-0.15;1.09
"J. Vegas";401353254;"NA";147;2;0;0.73;-1.69;-0.45;1.08;-0.32
"J. Walker";401353254;"55";290;4;1;0.24;0.34;0.5;-1.24;-0.16
"K. Bradley";401353254;"5";279;4;1;1.38;1.16;0.32;-0.27;2.59
"K. Hickok";401353254;"42";286;4;1;0.53;0.89;-0.22;-0.35;0.84
"K. Kisner";401353254;"4";278;4;1;0.51;-0.64;1.5;1.47;2.84
"K. Lee";401353254;"55";290;4;1;-0.37;-0.31;0.36;0.16;-0.16
"K. Mitchell";401353254;"13";282;4;1;1.07;-0.29;0.72;0.35;1.84
"K. Stanley";401353254;"NA";152;2;0;-0.69;-0.95;0.26;-1.44;-2.82
"K. Streelman";401353254;"22";283;4;1;0.43;0.92;-0.6;0.83;1.59
"K. Tway";401353254;"NA";151;2;0;-1.36;-1.06;-0.29;0.39;-2.32
"L. Glover";401353254;"NA";148;2;0;0.21;0.79;-1.11;-0.71;-0.82
"L. Griffin";401353254;"NA";150;2;0;0.12;0.03;-2.14;0.17;-1.82
"L. Herbert";401353254;"68";295;4;1;-0.95;-0.56;-0.2;0.3;-1.41
"L. Hodges";401353254;"70";297;4;1;0.21;-0.69;0.28;-1.7;-1.91
"L. Oosthuizen";401353254;"42";286;4;1;1.17;-0.39;0.08;-0.01;0.84
"L. Westwood";401353254;"NA";153;2;0;0.17;-0.22;-0.98;-2.29;-3.32
"M. Fitzpatrick";401353254;"NA";148;2;0;-0.28;0.07;0.83;-1.44;-0.82
"M. Homa";401353254;"13";282;4;1;1.09;0.98;0.11;-0.34;1.84
"M. Hughes";401353254;"NA";148;2;0;-1.31;0.17;1.16;-0.83;-0.82
"M. Jones";401353254;"NA";149;2;0;-0.33;-1.97;1.46;-0.48;-1.32
"M. Kuchar";401353254;"NA";147;2;0;-0.78;0.8;0.04;-0.39;-0.32
"M. Laird";401353254;"NA";150;2;0;1.33;0.63;-0.6;-3.18;-1.82
"M. Leishman";401353254;"NA";147;2;0;0.65;-1.02;-0.26;0.31;-0.32
"M. McNealy";401353254;"46";287;4;1;0.4;0.94;-0.79;0.04;0.59
"M. NeSmith";401353254;"NA";153;2;0;1.21;-2.1;0.58;-3.01;-3.32
"M. Pereira";401353254;"NA";149;2;0;0.66;0.1;0.13;-2.22;-1.32
"M. Thompson";401353254;"60";291;4;1;-0.16;-0.88;-0.3;0.93;-0.41
"M. Wallace";401353254;"NA";152;2;0;-3.2;1.45;-1.5;0.43;-2.82
"M. Wolff";401353254;"NA";153;2;0;-1.05;-2.31;-0.77;0.8;-3.32
"N. Watney";401353254;"66";293;4;1;-0.42;0.8;-0.85;-0.43;-0.91
"P. Cantlay";401353254;"NA";149;2;0;-1.03;-1.67;0.93;0.46;-1.32
"P. Casey";401353254;"3";277;4;1;-0.27;1.76;0.38;1.22;3.09
"P. Kizzire";401353254;"22";283;4;1;-1.03;0.31;0.37;1.95;1.59
"P. Malnati";401353254;"46";287;4;1;-0.86;0.87;-0.2;0.79;0.59
"P. Perez";401353254;"33";285;4;1;-0.41;0.17;-0.11;1.44;1.09
"P. Reed";401353254;"26";284;4;1;-1.44;0.41;0.12;2.25;1.34
"P. Rodgers";401353254;"NA";147;2;0;-0.52;0.39;-1.28;1.1;-0.32
"R. Brehm";401353254;"NA";155;2;0;-0.6;0.4;-0.74;-3.38;-4.32
"R. Henley";401353254;"13";282;4;1;-0.81;2.88;-0.81;0.58;1.84
"R. Knox";401353254;"6";280;4;1;0.73;0.28;0.95;0.38;2.34
"R. Palmer";401353254;"NA";151;2;0;-0.9;-0.23;-0.49;-0.7;-2.32
"R. Sloan";401353254;"NA";150;2;0;0.86;0.15;-1.2;-1.62;-1.82
"R. Streb";401353254;"NA";151;2;0;0.48;-1.97;-0.48;-0.36;-2.32
"R. Werenski";401353254;"NA";148;2;0;-1.43;0.91;0.36;-0.66;-0.82
"S. Burns";401353254;"26";284;4;1;0.04;0.2;0.0;1.1;1.34
"S. Cink";401353254;"NA";152;2;0;-0.6;-0.49;-1.24;-0.5;-2.82
"S. Garcia";401353254;"26";284;4;1;0.96;-0.3;-0.06;0.74;1.34
"S. Im";401353254;"55";290;4;1;-0.33;-0.43;0.51;0.1;-0.16
"S. Jaeger";401353254;"NA";152;2;0;-0.2;-3.6;0.51;0.47;-2.82
"S. Kim";401353254;"NA";76;1;0;-0.93;-2.4;0.04;-0.81;-4.1
"S. Lowry";401353254;"13";282;4;1;0.43;0.97;0.02;0.43;1.84
"S. Munoz";401353254;"33";285;4;1;0.65;-0.05;-0.1;0.84;1.34
"S. Piercy";401353254;"NA";147;2;0;0.3;-1.34;1.01;-0.29;-0.32
"S. Power";401353254;"33";285;4;1;1.27;-0.66;-0.41;0.9;1.09
"S. Ryder";401353254;"60";291;4;1;-0.7;-0.81;0.4;0.71;-0.41
"S. Scheffler";401353254;"55";290;4;1;0.25;-0.96;0.12;0.43;-0.16
"S. Stallings";401353254;"42";286;4;1;-0.21;-0.05;0.63;0.48;0.84
"S. Straka";401353254;"9";281;4;1;0.85;-0.28;0.02;1.5;2.09
"S. Theegala";401353254;"NA";153;2;0;0.02;-1.1;-0.13;-2.11;-3.32
"T. Finau";401353254;"NA";151;2;0;0.01;-1.2;-0.32;-0.82;-2.32
"T. Fleetwood";401353254;"22";283;4;1;0.81;0.57;0.62;-0.4;1.59
"T. Gooch";401353254;"NA";148;2;0;-2.83;-0.72;0.57;2.15;-0.82
"T. Hatton";401353254;"13";282;4;1;-0.31;0.24;-0.2;2.11;1.84
"T. Hoge";401353254;"33";285;4;1;0.82;0.69;0.9;-1.31;1.09
"T. Merritt";401353254;"46";287;4;1;-0.48;-0.15;0.08;1.15;0.59
"T. Moore";401353254;"NA";154;2;0;-0.7;-0.61;0.36;-2.87;-3.82
"T. Pendrith";401353254;"13";282;4;1;0.93;0.12;0.17;0.62;1.84
"T. Pieters";401353254;"NA";151;2;0;0.56;-0.74;0.3;-2.45;-2.32
"V. Hovland";401353254;"9";281;4;1;1.17;2.37;-0.66;-0.79;2.09
"W. Clark";401353254;"NA";149;2;0;0.77;-2.11;-0.36;0.38;-1.32
"W. Simpson";401353254;"NA";149;2;0;-1.44;-0.03;-0.64;0.79;-1.32
"W. Zalatoris";401353254;"26";284;4;1;1.11;0.73;-0.1;-0.39;1.34
"X. Schauffele";401353254;"NA";151;2;0;-0.79;-1.72;0.29;-0.11;-2.32
"Z. Johnson";401353254;"NA";153;2;0;-0.48;-0.95;0.49;-2.38;-3.32
"A. Lahiri";401353239;"74";304;4;1;0.08;-0.49;-1.22;-0.33;-1.96
"A. Long";401353239;"32";293;4;1;0.31;-0.61;0.06;1.03;0.8
"A. Putnam";401353239;"NA";149;2;0;-0.69;-0.92;-0.34;0.77;-1.18
"A. Rai";401353239;"NA";152;2;0;-0.95;0.37;-0.49;-1.61;-2.68
"A. Schenk";401353239;"42";295;4;1;-0.18;0.0;1.24;-0.77;0.29
"A. Scott";401353239;"26";292;4;1;0.65;-1.15;-0.08;1.62;1.04
"A. Smalley";401353239;"38";294;4;1;0.56;0.71;0.13;-0.86;0.55
"A. Svensson";401353239;"NA";149;2;0;0.1;0.34;-0.38;-1.24;-1.18
"A. Wise";401353239;"17";290;4;1;1.22;0.79;0.63;-1.1;1.54
"B. Grace";401353239;"NA";149;2;0;0.16;-0.33;0.13;-1.13;-1.18
"B. Horschel";401353239;"2";284;4;1;0.25;1.23;0.42;1.15;3.04
"B. Hossler";401353239;"20";291;4;1;-0.61;0.28;0.18;1.45;1.29
"B. Snedeker";401353239;"NA";149;2;0;-0.69;-0.21;-0.53;0.25;-1.18
"B. Steele";401353239;"26";292;4;1;1.05;0.78;0.69;-1.48;1.04
"B. Todd";401353239;"60";297;4;1;-1.22;-0.74;1.5;0.26;-0.2
"C. Bezuidenhout";401353239;"20";291;4;1;0.3;0.37;1.04;-0.41;1.29
"C. Champ";401353239;"61";298;4;1;0.22;-0.49;-0.61;0.42;-0.46
"C. Conners";401353239;"11";288;4;1;0.92;0.96;0.94;-0.77;2.04
"C. Davis";401353239;"NA";151;2;0;-0.26;0.46;-1.51;-0.87;-2.18
"C. Howell III";401353239;"32";293;4;1;-0.17;1.06;0.58;-0.68;0.8
"C. Kirk";401353239;"5";285;4;1;0.87;0.86;0.63;0.43;2.79
"C. Ortiz";401353239;"NA";157;2;0;-1.23;-1.15;-0.55;-2.26;-5.18
"C. Reavie";401353239;"77";307;4;1;-0.06;-0.46;-1.01;-1.18;-2.71
"C. Schwartzel";401353239;"NA";151;2;0;-2.15;-0.72;0.68;0.01;-2.18
"C. Tringale";401353239;"NA";156;2;0;-2.59;0.15;-0.41;-1.83;-4.68
"C. Young";401353239;"13";289;4;1;1.15;-0.05;0.64;0.06;1.79
"D. Frittelli";401353239;"42";295;4;1;-0.81;0.72;0.34;0.03;0.29
"D. Ghim";401353239;"NA";148;2;0;0.2;0.85;-0.83;-0.9;-0.68
"D. Lee";401353239;"61";298;4;1;0.45;1.08;-0.39;-1.6;-0.46
"D. Lipsky";401353239;"26";292;4;1;-1.1;0.99;-0.03;1.18;1.04
"D. McCarthy";401353239;"61";298;4;1;0.46;-0.99;-0.1;0.17;-0.46
"D. Riley";401353239;"NA";150;2;0;-0.17;-1.92;0.15;0.25;-1.68
"D. Thompson";401353239;"42";295;4;1;0.46;0.6;-0.16;-0.6;0.29
"D. Willett";401353239;"52";296;4;1;-0.15;-1.36;0.48;1.07;0.04
"G. Higgo";401353239;"NA";154;2;0;-0.73;-0.08;-0.91;-1.96;-3.68
"G. Koch";401353239;"NA";151;2;0;0.58;-1.56;0.52;-1.72;-2.18
"G. Sigg";401353239;"68";299;4;1;0.13;-0.25;0.09;-0.68;-0.7
"G. Woodland";401353239;"5";285;4;1;0.05;0.96;0.21;1.57;2.79
"H. Buckley";401353239;"68";299;4;1;0.17;0.47;-0.17;-1.17;-0.7
"H. Matsuyama";401353239;"20";291;4;1;0.29;1.19;0.09;-0.27;1.29
"H. Norlander";401353239;"NA";149;2;0;-0.01;0.46;-0.65;-0.98;-1.18
"H. Stenson";401353239;"NA";149;2;0;-1.69;0.62;0.57;-0.68;-1.18
"H. Swafford";401353239;"NA";155;2;0;-0.18;-0.08;-2.67;-1.25;-4.18
"I. Poulter";401353239;"42";295;4;1;0.14;-0.71;0.71;0.16;0.29
"J. Byrd";401353239;"NA";149;2;0;0.3;-1.34;0.09;-0.24;-1.18
"J. Kokrak";401353239;"26";292;4;1;-0.09;0.1;0.02;1.02;1.04
"J. Pak";401353239;"52";296;4;1;-0.52;0.33;-0.25;0.49;0.04
"J. Rahm";401353239;"17";290;4;1;1.14;1.72;-0.33;-0.98;1.54
"J. Rose";401353239;"NA";149;2;0;-0.42;-0.19;-0.41;-0.17;-1.18
"J. Spaun";401353239;"52";296;4;1;0.13;-0.69;-0.63;1.23;0.04
"K. Bradley";401353239;"11";288;4;1;0.75;-0.07;0.45;0.91;2.04
"K. Kisner";401353239;"NA";152;2;0;-0.2;-1.14;0.47;-1.82;-2.68
"K. Lee";401353239;"42";295;4;1;1.28;-0.23;-0.21;-0.55;0.29
